Título,Entidad,Ubicación,Convocatoria,Vacantes,Remuneración,Fecha Inicio,Fecha Fin,Departamento,,UNICOS
MÉDICO ESPECIALISTA -  PEDIATRÍA,SEGURO SOCIAL DE SALUD,ICA - PISCO,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA - CIRUGÍA GENERAL,SEGURO SOCIAL DE SALUD,ICA - PISCO,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA - OFTALMOLOGÍA,SEGURO SOCIAL DE SALUD,ICA - PISCO,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA -  CARDIOLOGIA,SEGURO SOCIAL DE SALUD,ICA - CHINCHA ALTA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA - CIRUGÍA GENERAL,SEGURO SOCIAL DE SALUD,ICA - CHINCHA ALTA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA - CIRUGÍA GENERAL,SEGURO SOCIAL DE SALUD,ICA - CHINCHA ALTA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA - CIRUGÍA GENERAL,SEGURO SOCIAL DE SALUD,ICA - CHINCHA ALTA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA - MEDICINA NUCLEAR,SEGURO SOCIAL DE SALUD,ICA - CHINCHA ALTA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
TECNICO ADMINISTRATIVO,DIRECCION REGIONAL DE EDUCACION ICA,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,864.19",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA -  GINECOLOGÍA Y OBSTETRICIA,SEGURO SOCIAL DE SALUD,ICA - ICA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA -  MEDICINA FAMILIAR Y COMUNITARIA,SEGURO SOCIAL DE SALUD,ICA - ICA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA -  PEDIATRÍA,SEGURO SOCIAL DE SALUD,ICA - ICA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA -  UROLOGÍA,SEGURO SOCIAL DE SALUD,ICA - ICA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA - GINECOLOGÍA Y OBSTETRICIA,SEGURO SOCIAL DE SALUD,ICA - ICA,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
PLANIFICADOR I,UNIDAD EJECUTORA EDUCACION PICHANAKI,JUNIN - PICHANAQUI,276-002,1,"S/. 2,900.00",9/04/2026,22/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN (01) ESPECIALISTA TÉCNICO 2 PARA LA UNIDAD REGIONAL DE JUNÍN DEPENDIENTE DE LA DIRECCIÓN EJECUTIVA,PROGRAMA DE COMPENSACIONES PARA LA COMPETITIVIDAD,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 4,000.00",9/04/2026,22/04/2026,0,,
ANALISTA ADMINISTRATIVO DE RECURSOS HUMANOS,ZONA REGISTRAL NRO. VIII - SEDE HUANCAYO,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-011,1,"S/. 3,364.19",9/04/2026,22/04/2026,0,,
PERSONAL DE MANTENIMIENTO,UGE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-07,1,"S/. 1,514.19",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO DE LA SUB GERENCIA DE GESTIÓN AMBIENTAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO DE PROCURADURIA PÚBLICA MUNICIPAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,000.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO PARA LA GERENCIA DE INFRAESTRUCTURA Y ACONDICIONAMIENTO TERRITORIAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,500.00",9/04/2026,22/04/2026,0,,
ASISTENTE LEGAL II PARA SECRETARIA GENERAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,300.00",9/04/2026,22/04/2026,0,,
AUXILIAR  ADMINISTRATIVO DE LA SUB GERENCIA DE EDUCACIÓN CULTURA DEPORTE Y JUVENTUD,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
AUXILIAR ADMINISTRATIVO DE GERENCIA MUNICIPAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
AUXILIAR ADMINISTRATIVO DE LA UNIDAD FORMULADORA,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
EMPADRONADOR,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,2,"S/. 1,500.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA PARA LA GERENCIA DE ADMINISTRACIÓN Y FINANZAS,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
INSPECTOR MUNICIPAL DE TRANSPORTE,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,3,"S/. 1,500.00",9/04/2026,22/04/2026,0,,
PERSONAL DE LIMPIEZA PÚBLICA,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,200.00",9/04/2026,22/04/2026,0,,
PERSONAL DE SALUD I,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,800.00",9/04/2026,22/04/2026,0,,
PROMOTOR LUDICO,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,500.00",9/04/2026,22/04/2026,0,,
SUB GERENTE DE CONTROL PATRIMONIAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,500.00",9/04/2026,22/04/2026,0,,
SUB GERENTE DE GESTION DOCUMENTARIA Y ARCHIVO CENTRAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,500.00",9/04/2026,22/04/2026,0,,
VIGILANTE MUNICIPAL,MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD - OTUZCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,300.00",9/04/2026,22/04/2026,0,,
AUXILIAR JUDICIAL,PODER JUDICIAL,LA LIBERTAD - EL PORVENIR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 2,212.00",9/04/2026,22/04/2026,0,,
ABOGADO,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
ARTICULADOR PARA LOS SERVICIOS DE  INTERMEDIACIÓN (UPSE),GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-86,1,"S/. 3,500.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-07,1,"S/. 2,000.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO EN DICTÁMENES  ECONÓMICOS LABORALES,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-82,1,"S/. 3,364.19",9/04/2026,22/04/2026,0,,
ASISTENTE JUDICIAL,PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-031,1,"S/. 4,000.00",9/04/2026,22/04/2026,0,,
AUXILIAR JUDICIAL,PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,212.00",9/04/2026,22/04/2026,0,,
CONSULTOR DE CERTIFICADO ÚNICO LABORAL,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-92,2,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
CONSULTOR DE EMPLEO DEL SERVICIO DE  ACERCAMIENTO EMPRESARIAL,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-87,2,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
CONSULTOR DE EMPLEO DEL SERVICIO DE BOLSA  DE TRABAJO,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-88,2,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
CONSULTOR EN ASESORÍA EN LA BÚSQUEDA DE  EMPLEO I,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-89,1,"S/. 2,500.00",9/04/2026,22/04/2026,0,,
CONSULTOR EN ASESORÍA EN LA BÚSQUEDA DE  EMPLEO II,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-90,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
CONSULTOR PARA PERSONAS CON  DISCAPACIDAD Y EN ESTADO DE VULNERABILIDAD,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-91,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA AIRHSP,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
RELATOR/A DE SALA,PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-018,1,"S/. 3,722.00",9/04/2026,22/04/2026,0,,
TÉCNICO ADMINISTRATIVO,PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 2,500.00",9/04/2026,22/04/2026,0,,
ABOGADO,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,843.00",9/04/2026,22/04/2026,0,,
ARTESANO (CARPINTERO),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,3,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
ARTESANO (ZAPATERO),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,4,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
AUXILIAR DE AGROPECUARIA,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,6,"S/. 1,771.00",9/04/2026,22/04/2026,0,,
AUXILIAR DE SISTEMA ADMINISTRATIVO (ADMINISTRACIÓN),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,10,"S/. 1,771.00",9/04/2026,22/04/2026,0,,
AUXILIAR DE SISTEMA ADMINISTRATIVO (CONTABILIDAD),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,8,"S/. 1,771.00",9/04/2026,22/04/2026,0,,
CHOFER,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,19,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
CONTADOR,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,4,"S/. 1,843.00",9/04/2026,22/04/2026,0,,
FOTÓGRAFO,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
GEODESTA,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
INGENIERO ELECTRÓNICO,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,843.00",9/04/2026,22/04/2026,0,,
MECÁNICO (SOLDADURA Y PLANCHADO),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
MECÁNICO (SOLDADURA Y PLANCHADO),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
OPERADOR DE CENTRAL TELEFÓNICA,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,2,"S/. 1,771.00",9/04/2026,22/04/2026,0,,
OPERADOR DE EQUIPO ELECTRÓNICO,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
SECRETARIA/O,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,2,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
TRABAJADOR DE SERVICIOS (GRIFERO),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,1,"S/. 1,771.00",9/04/2026,22/04/2026,0,,
TRABAJADOR DE SERVICIOS (MANTENIMIENTO),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,6,"S/. 1,771.00",9/04/2026,22/04/2026,0,,
TRABAJADOR DE SERVICIOS (VIGILANCIA),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,7,"S/. 1,771.00",9/04/2026,22/04/2026,0,,
TÉCNICO ADMINISTRATIVO (ABASTECIMIENTO),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,2,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
TÉCNICO ADMINISTRATIVO (ADMINISTRACIÓN),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,4,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
TÉCNICO ADMINISTRATIVO (CONTABILIDAD),MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,6,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
TÉCNICO ADUANERO,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,2,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
TÉCNICO EN ARCHIVO,MARINA DE GUERRA DEL PERU,CALLAO - LA PERLA,276-001,2,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
ASISTENTE OPERATIVO DE VERIFICACION Y FISCALIZACION MIGRATORIA,SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-097,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
ARTESANO (GASFITERO),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,8,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
AUXILIAR DE ENFERMERÍA (DENTAL),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,1,"S/. 2,927.00",9/04/2026,22/04/2026,0,,
AUXILIAR DE ENFERMERÍA (MEDICINA),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,9,"S/. 2,927.00",9/04/2026,22/04/2026,0,,
AUXILIAR DE NUTRICIÓN (COCINA),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,3,"S/. 2,927.00",9/04/2026,22/04/2026,0,,
ENFERMERA/O,MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,4,"S/. 5,320.00",9/04/2026,22/04/2026,0,,
MÉDICO (CARDIÓLOGO),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,1,"S/. 6,644.00",9/04/2026,22/04/2026,0,,
MÉDICO (MEDICINA GENERAL),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,2,"S/. 6,644.00",9/04/2026,22/04/2026,0,,
MÉDICO (PEDIATRA),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,1,"S/. 6,644.00",9/04/2026,22/04/2026,0,,
MÉDICO (RADIÓLOGO),MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,1,"S/. 6,644.00",9/04/2026,22/04/2026,0,,
PSICÓLOGO,MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,2,"S/. 5,320.00",9/04/2026,22/04/2026,0,,
QUÍMICO FARMACÉUTICO,MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,1,"S/. 5,320.00",9/04/2026,22/04/2026,0,,
TÉCNICO EN FARMACIA,MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,276-001,5,"S/. 2,933.00",9/04/2026,22/04/2026,0,,
PERSONAL DE LIMPIEZA Y MANTENIMIENTO PARA LA SEDE UGEL PKVV,UNIDAD DE GESTION EDUCATIVA LOCAL DE PICHARI-KIMBIRI-VILLA VIRGEN,CUSCO - PICHARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-8,1,"S/. 1,850.00",9/04/2026,22/04/2026,0,,
TECNICO ADMINISTRATIVO - IMAGEN INSTITUCIONAL,UNIDAD DE GESTION EDUCATIVA LOCAL DE PICHARI-KIMBIRI-VILLA VIRGEN,CUSCO - PICHARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-8,1,"S/. 2,350.00",9/04/2026,22/04/2026,0,,
ODONTOLOGO I,UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA,CUSCO - SANTA ANA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-002,1,"S/. 4,000.00",9/04/2026,22/04/2026,0,,
SOPORTE TECNICO,UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA,CUSCO - SANTA ANA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 2,500.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA EN RECAUDACIÓN - CAJERO,UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA,CUSCO - SANTA ANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,300.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA EN TESORERÍA Y GESTIÓN DE PLANILLAS,UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA,CUSCO - SANTA ANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,500.00",9/04/2026,22/04/2026,0,,
ENFERMERA/O,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,100.00",9/04/2026,22/04/2026,0,,
ENFERMERA/O ESPECIALISTA -ONCOLOGIA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,000.00",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA - ADMINISTRACIÓN Y GESTIÓN DE SALUD,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA - CARDIOLOGO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA - CIRUJANO DE  CABEZA Y CUELLO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA OTORRNOLARINGOLOGO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA UROLOGO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA -  ONCOLOGO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,2,"S/. 9,000.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA CIRUJANO DE TORAX Y CARDIOVASCULAR,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 7,300.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA EMERGENCISTA O INTERNISTA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,000.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA EMERGENCISTA O INTERNISTA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA MEDICINA INTERNA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,200.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA NEONATOLOGO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA NEUROCIRUJANO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA PEDIATRA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA RADIÓLOGO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA EN MEDICINA INTERNA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,200.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA – CIRUJANO ONCOLOGO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,000.00",9/04/2026,22/04/2026,0,,
MÉDICO GENERAL  -  AUDITOR,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,200.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA EN ADQUISICIONES,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA EN RACIONALIZACIÓN,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
RESPONSABLE DE NEXUS,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 2,800.00",9/04/2026,22/04/2026,0,,
